SKU_A,SKU_B,lag,Pearson_r,pair
JYG37510,SFPUG09VMT,-5,0.0617,JYG37510 ↔ SFPUG09VMT
JYG37510,SFPUG09VMT,-4,-0.2588,JYG37510 ↔ SFPUG09VMT
JYG37510,SFPUG09VMT,-3,0.0892,JYG37510 ↔ SFPUG09VMT
JYG37510,SFPUG09VMT,-2,-0.0796,JYG37510 ↔ SFPUG09VMT
JYG37510,SFPUG09VMT,-1,-0.0347,JYG37510 ↔ SFPUG09VMT
JYG37510,SFPUG09VMT,0,0.8491,JYG37510 ↔ SFPUG09VMT
JYG37510,SFPUG09VMT,1,-0.0354,JYG37510 ↔ SFPUG09VMT
JYG37510,SFPUG09VMT,2,-0.0565,JYG37510 ↔ SFPUG09VMT
JYG37510,SFPUG09VMT,3,0.0364,JYG37510 ↔ SFPUG09VMT
JYG37510,SFPUG09VMT,4,-0.2387,JYG37510 ↔ SFPUG09VMT
JYG37510,SFPUG09VMT,5,0.1455,JYG37510 ↔ SFPUG09VMT
JYG37510,SFPUG09VMT,6,0.1179,JYG37510 ↔ SFPUG09VMT
CRST1130,ME6632L,-6,0.3331,CRST1130 ↔ ME6632L
CRST1130,ME6632L,-5,0.2599,CRST1130 ↔ ME6632L
CRST1130,ME6632L,-4,-0.1545,CRST1130 ↔ ME6632L
CRST1130,ME6632L,-3,-0.3207,CRST1130 ↔ ME6632L
CRST1130,ME6632L,-2,-0.4126,CRST1130 ↔ ME6632L
CRST1130,ME6632L,-1,-0.2898,CRST1130 ↔ ME6632L
CRST1130,ME6632L,0,0.846,CRST1130 ↔ ME6632L
CRST1130,ME6632L,1,0.6178,CRST1130 ↔ ME6632L
CRST1130,ME6632L,2,0.421,CRST1130 ↔ ME6632L
CRST1130,ME6632L,3,-0.0029,CRST1130 ↔ ME6632L
CRST1130,ME6632L,4,-0.2505,CRST1130 ↔ ME6632L
CRST1130,ME6632L,5,-0.0853,CRST1130 ↔ ME6632L
CRST1130,ME6632L,6,-0.0667,CRST1130 ↔ ME6632L
PIP33-BLK125BPS,SRESM60V,-6,-0.1259,PIP33-BLK125BPS ↔ SRESM60V
PIP33-BLK125BPS,SRESM60V,-5,-0.132,PIP33-BLK125BPS ↔ SRESM60V
PIP33-BLK125BPS,SRESM60V,-4,-0.0179,PIP33-BLK125BPS ↔ SRESM60V
PIP33-BLK125BPS,SRESM60V,-3,0.0253,PIP33-BLK125BPS ↔ SRESM60V
PIP33-BLK125BPS,SRESM60V,-2,0.0331,PIP33-BLK125BPS ↔ SRESM60V
PIP33-BLK125BPS,SRESM60V,-1,-0.2543,PIP33-BLK125BPS ↔ SRESM60V
PIP33-BLK125BPS,SRESM60V,0,0.845,PIP33-BLK125BPS ↔ SRESM60V
PIP33-BLK125BPS,SRESM60V,1,-0.1363,PIP33-BLK125BPS ↔ SRESM60V
PIP33-BLK125BPS,SRESM60V,2,0.2002,PIP33-BLK125BPS ↔ SRESM60V
PIP33-BLK125BPS,SRESM60V,3,0.3135,PIP33-BLK125BPS ↔ SRESM60V
PIP33-BLK125BPS,SRESM60V,4,0.2564,PIP33-BLK125BPS ↔ SRESM60V
PIP33-BLK125BPS,SRESM60V,5,-0.1473,PIP33-BLK125BPS ↔ SRESM60V
PIP33-BLK125BPS,SRESM60V,6,-0.0363,PIP33-BLK125BPS ↔ SRESM60V
PIP33-BLK125BPM,SRESM60V,-6,-0.1252,PIP33-BLK125BPM ↔ SRESM60V
PIP33-BLK125BPM,SRESM60V,-5,-0.1041,PIP33-BLK125BPM ↔ SRESM60V
PIP33-BLK125BPM,SRESM60V,-4,0.0155,PIP33-BLK125BPM ↔ SRESM60V
PIP33-BLK125BPM,SRESM60V,-3,0.0208,PIP33-BLK125BPM ↔ SRESM60V
PIP33-BLK125BPM,SRESM60V,-2,0.0013,PIP33-BLK125BPM ↔ SRESM60V
PIP33-BLK125BPM,SRESM60V,-1,-0.2863,PIP33-BLK125BPM ↔ SRESM60V
PIP33-BLK125BPM,SRESM60V,0,0.8395,PIP33-BLK125BPM ↔ SRESM60V
PIP33-BLK125BPM,SRESM60V,1,-0.204,PIP33-BLK125BPM ↔ SRESM60V
PIP33-BLK125BPM,SRESM60V,2,0.1834,PIP33-BLK125BPM ↔ SRESM60V
PIP33-BLK125BPM,SRESM60V,3,0.3241,PIP33-BLK125BPM ↔ SRESM60V
PIP33-BLK125BPM,SRESM60V,4,0.2482,PIP33-BLK125BPM ↔ SRESM60V
PIP33-BLK125BPM,SRESM60V,5,-0.1112,PIP33-BLK125BPM ↔ SRESM60V
PIP33-BLK125BPM,SRESM60V,6,-0.0264,PIP33-BLK125BPM ↔ SRESM60V
GECS826TL,XSAE82509TY,-6,,GECS826TL ↔ XSAE82509TY
GECS826TL,XSAE82509TY,-5,,GECS826TL ↔ XSAE82509TY
GECS826TL,XSAE82509TY,-4,,GECS826TL ↔ XSAE82509TY
GECS826TL,XSAE82509TY,-3,,GECS826TL ↔ XSAE82509TY
GECS826TL,XSAE82509TY,-2,,GECS826TL ↔ XSAE82509TY
GECS826TL,XSAE82509TY,-1,,GECS826TL ↔ XSAE82509TY
GECS826TL,XSAE82509TY,0,0.8393,GECS826TL ↔ XSAE82509TY
GECS826TL,XSAE82509TY,1,-0.3352,GECS826TL ↔ XSAE82509TY
GECS826TL,XSAE82509TY,2,0.3403,GECS826TL ↔ XSAE82509TY
GECS826TL,XSAE82509TY,3,0.0124,GECS826TL ↔ XSAE82509TY
GECS826TL,XSAE82509TY,4,0.9129,GECS826TL ↔ XSAE82509TY
GECS826TL,XSAE82509TY,5,-0.1316,GECS826TL ↔ XSAE82509TY
GECS826TL,XSAE82509TY,6,-0.5788,GECS826TL ↔ XSAE82509TY
PIP33-BLK125BPL,PIP33-BLK125BPM,-6,-0.1387,PIP33-BLK125BPL ↔ PIP33-BLK125BPM
PIP33-BLK125BPL,PIP33-BLK125BPM,-5,0.5298,PIP33-BLK125BPL ↔ PIP33-BLK125BPM
PIP33-BLK125BPL,PIP33-BLK125BPM,-4,0.332,PIP33-BLK125BPL ↔ PIP33-BLK125BPM
PIP33-BLK125BPL,PIP33-BLK125BPM,-3,-0.2398,PIP33-BLK125BPL ↔ PIP33-BLK125BPM
PIP33-BLK125BPL,PIP33-BLK125BPM,-2,0.294,PIP33-BLK125BPL ↔ PIP33-BLK125BPM
PIP33-BLK125BPL,PIP33-BLK125BPM,-1,-0.4299,PIP33-BLK125BPL ↔ PIP33-BLK125BPM
PIP33-BLK125BPL,PIP33-BLK125BPM,0,0.8352,PIP33-BLK125BPL ↔ PIP33-BLK125BPM
PIP33-BLK125BPL,PIP33-BLK125BPM,1,-0.1514,PIP33-BLK125BPL ↔ PIP33-BLK125BPM
PIP33-BLK125BPL,PIP33-BLK125BPM,2,-0.2373,PIP33-BLK125BPL ↔ PIP33-BLK125BPM
PIP33-BLK125BPL,PIP33-BLK125BPM,3,-0.1414,PIP33-BLK125BPL ↔ PIP33-BLK125BPM
PIP33-BLK125BPL,PIP33-BLK125BPM,4,-0.6405,PIP33-BLK125BPL ↔ PIP33-BLK125BPM
PIP33-BLK125BPL,PIP33-BLK125BPM,5,0.2049,PIP33-BLK125BPL ↔ PIP33-BLK125BPM
PIP33-BLK125BPL,PIP33-BLK125BPM,6,0.0396,PIP33-BLK125BPL ↔ PIP33-BLK125BPM
3M1292TY,ME9683M,-6,0.1965,3M1292TY ↔ ME9683M
3M1292TY,ME9683M,-5,0.0841,3M1292TY ↔ ME9683M
3M1292TY,ME9683M,-4,-0.324,3M1292TY ↔ ME9683M
3M1292TY,ME9683M,-3,0.1966,3M1292TY ↔ ME9683M
3M1292TY,ME9683M,-2,-0.1296,3M1292TY ↔ ME9683M
3M1292TY,ME9683M,-1,-0.0374,3M1292TY ↔ ME9683M
3M1292TY,ME9683M,0,0.8327,3M1292TY ↔ ME9683M
3M1292TY,ME9683M,1,-0.0892,3M1292TY ↔ ME9683M
3M1292TY,ME9683M,2,-0.1046,3M1292TY ↔ ME9683M
3M1292TY,ME9683M,3,0.0,3M1292TY ↔ ME9683M
3M1292TY,ME9683M,4,-0.1103,3M1292TY ↔ ME9683M
3M1292TY,ME9683M,5,-0.0797,3M1292TY ↔ ME9683M
3M1292TY,ME9683M,6,0.0532,3M1292TY ↔ ME9683M
ME6632L,MESX200LH,-6,0.0462,ME6632L ↔ MESX200LH
ME6632L,MESX200LH,-5,0.0361,ME6632L ↔ MESX200LH
ME6632L,MESX200LH,-4,-0.1371,ME6632L ↔ MESX200LH
ME6632L,MESX200LH,-3,-0.0441,ME6632L ↔ MESX200LH
ME6632L,MESX200LH,-2,-0.0759,ME6632L ↔ MESX200LH
ME6632L,MESX200LH,-1,0.0707,ME6632L ↔ MESX200LH
ME6632L,MESX200LH,0,0.8326,ME6632L ↔ MESX200LH
ME6632L,MESX200LH,1,0.2026,ME6632L ↔ MESX200LH
ME6632L,MESX200LH,2,-0.1786,ME6632L ↔ MESX200LH
ME6632L,MESX200LH,3,-0.202,ME6632L ↔ MESX200LH
ME6632L,MESX200LH,4,-0.1911,ME6632L ↔ MESX200LH
ME6632L,MESX200LH,5,0.0456,ME6632L ↔ MESX200LH
ME6632L,MESX200LH,6,0.0529,ME6632L ↔ MESX200LH
CRST1130,PIP33-BLK125BPM,-6,-0.0993,CRST1130 ↔ PIP33-BLK125BPM
CRST1130,PIP33-BLK125BPM,-5,0.1157,CRST1130 ↔ PIP33-BLK125BPM
CRST1130,PIP33-BLK125BPM,-4,0.4416,CRST1130 ↔ PIP33-BLK125BPM
CRST1130,PIP33-BLK125BPM,-3,0.3768,CRST1130 ↔ PIP33-BLK125BPM
CRST1130,PIP33-BLK125BPM,-2,0.6237,CRST1130 ↔ PIP33-BLK125BPM
CRST1130,PIP33-BLK125BPM,-1,-0.3847,CRST1130 ↔ PIP33-BLK125BPM
CRST1130,PIP33-BLK125BPM,0,0.8319,CRST1130 ↔ PIP33-BLK125BPM
CRST1130,PIP33-BLK125BPM,1,0.4492,CRST1130 ↔ PIP33-BLK125BPM
CRST1130,PIP33-BLK125BPM,2,0.448,CRST1130 ↔ PIP33-BLK125BPM
CRST1130,PIP33-BLK125BPM,3,0.1208,CRST1130 ↔ PIP33-BLK125BPM
CRST1130,PIP33-BLK125BPM,4,-0.2296,CRST1130 ↔ PIP33-BLK125BPM
CRST1130,PIP33-BLK125BPM,5,0.0519,CRST1130 ↔ PIP33-BLK125BPM
CRST1130,PIP33-BLK125BPM,6,-0.1511,CRST1130 ↔ PIP33-BLK125BPM
ME6632M,PIP33-BLK125BPM,-6,0.183,ME6632M ↔ PIP33-BLK125BPM
ME6632M,PIP33-BLK125BPM,-5,0.3501,ME6632M ↔ PIP33-BLK125BPM
ME6632M,PIP33-BLK125BPM,-4,0.6695,ME6632M ↔ PIP33-BLK125BPM
ME6632M,PIP33-BLK125BPM,-3,0.3751,ME6632M ↔ PIP33-BLK125BPM
ME6632M,PIP33-BLK125BPM,-2,0.8015,ME6632M ↔ PIP33-BLK125BPM
ME6632M,PIP33-BLK125BPM,-1,-0.1854,ME6632M ↔ PIP33-BLK125BPM
ME6632M,PIP33-BLK125BPM,0,0.8312,ME6632M ↔ PIP33-BLK125BPM
ME6632M,PIP33-BLK125BPM,1,0.5215,ME6632M ↔ PIP33-BLK125BPM
ME6632M,PIP33-BLK125BPM,2,0.462,ME6632M ↔ PIP33-BLK125BPM
ME6632M,PIP33-BLK125BPM,3,0.2785,ME6632M ↔ PIP33-BLK125BPM
ME6632M,PIP33-BLK125BPM,4,-0.1557,ME6632M ↔ PIP33-BLK125BPM
ME6632M,PIP33-BLK125BPM,5,0.053,ME6632M ↔ PIP33-BLK125BPM
ME6632M,PIP33-BLK125BPM,6,0.0072,ME6632M ↔ PIP33-BLK125BPM
SRESM60V,UVSVP401,-6,-0.0478,SRESM60V ↔ UVSVP401
SRESM60V,UVSVP401,-5,-0.1654,SRESM60V ↔ UVSVP401
SRESM60V,UVSVP401,-4,0.2503,SRESM60V ↔ UVSVP401
SRESM60V,UVSVP401,-3,0.2929,SRESM60V ↔ UVSVP401
SRESM60V,UVSVP401,-2,0.2451,SRESM60V ↔ UVSVP401
SRESM60V,UVSVP401,-1,-0.1002,SRESM60V ↔ UVSVP401
SRESM60V,UVSVP401,0,0.8311,SRESM60V ↔ UVSVP401
SRESM60V,UVSVP401,1,-0.2634,SRESM60V ↔ UVSVP401
SRESM60V,UVSVP401,2,0.0802,SRESM60V ↔ UVSVP401
SRESM60V,UVSVP401,3,-0.019,SRESM60V ↔ UVSVP401
SRESM60V,UVSVP401,4,-0.0526,SRESM60V ↔ UVSVP401
SRESM60V,UVSVP401,5,-0.1528,SRESM60V ↔ UVSVP401
SRESM60V,UVSVP401,6,-0.1182,SRESM60V ↔ UVSVP401
JYG37510,MESX200LH,-6,0.1687,JYG37510 ↔ MESX200LH
JYG37510,MESX200LH,-5,-0.0499,JYG37510 ↔ MESX200LH
JYG37510,MESX200LH,-4,-0.3521,JYG37510 ↔ MESX200LH
JYG37510,MESX200LH,-3,0.1464,JYG37510 ↔ MESX200LH
JYG37510,MESX200LH,-2,-0.0279,JYG37510 ↔ MESX200LH
JYG37510,MESX200LH,-1,0.0269,JYG37510 ↔ MESX200LH
JYG37510,MESX200LH,0,0.8302,JYG37510 ↔ MESX200LH
JYG37510,MESX200LH,1,-0.2531,JYG37510 ↔ MESX200LH
JYG37510,MESX200LH,2,-0.0149,JYG37510 ↔ MESX200LH
JYG37510,MESX200LH,3,-0.1076,JYG37510 ↔ MESX200LH
JYG37510,MESX200LH,4,-0.1617,JYG37510 ↔ MESX200LH
JYG37510,MESX200LH,5,0.173,JYG37510 ↔ MESX200LH
JYG37510,MESX200LH,6,0.0288,JYG37510 ↔ MESX200LH
SRPEC60X90TY,XS3M7502TY,-6,0.0684,SRPEC60X90TY ↔ XS3M7502TY
SRPEC60X90TY,XS3M7502TY,-5,-0.0091,SRPEC60X90TY ↔ XS3M7502TY
SRPEC60X90TY,XS3M7502TY,-4,-0.1006,SRPEC60X90TY ↔ XS3M7502TY
SRPEC60X90TY,XS3M7502TY,-3,0.0567,SRPEC60X90TY ↔ XS3M7502TY
SRPEC60X90TY,XS3M7502TY,-2,-0.0202,SRPEC60X90TY ↔ XS3M7502TY
SRPEC60X90TY,XS3M7502TY,-1,-0.14,SRPEC60X90TY ↔ XS3M7502TY
SRPEC60X90TY,XS3M7502TY,0,0.83,SRPEC60X90TY ↔ XS3M7502TY
SRPEC60X90TY,XS3M7502TY,1,-0.198,SRPEC60X90TY ↔ XS3M7502TY
SRPEC60X90TY,XS3M7502TY,2,-0.0114,SRPEC60X90TY ↔ XS3M7502TY
SRPEC60X90TY,XS3M7502TY,3,-0.0567,SRPEC60X90TY ↔ XS3M7502TY
SRPEC60X90TY,XS3M7502TY,4,-0.0303,SRPEC60X90TY ↔ XS3M7502TY
SRPEC60X90TY,XS3M7502TY,5,-0.0331,SRPEC60X90TY ↔ XS3M7502TY
SRPEC60X90TY,XS3M7502TY,6,-0.0909,SRPEC60X90TY ↔ XS3M7502TY
SRCRC12,SRCRCL,-6,0.5505,SRCRC12 ↔ SRCRCL
SRCRC12,SRCRCL,-5,-0.2857,SRCRC12 ↔ SRCRCL
SRCRC12,SRCRCL,-4,-0.1886,SRCRC12 ↔ SRCRCL
SRCRC12,SRCRCL,-3,0.4196,SRCRC12 ↔ SRCRCL
SRCRC12,SRCRCL,-2,-0.6653,SRCRC12 ↔ SRCRCL
SRCRC12,SRCRCL,-1,0.0654,SRCRC12 ↔ SRCRCL
SRCRC12,SRCRCL,0,0.8291,SRCRC12 ↔ SRCRCL
SRCRC12,SRCRCL,1,-0.2265,SRCRC12 ↔ SRCRCL
SRCRC12,SRCRCL,2,-0.1963,SRCRC12 ↔ SRCRCL
SRCRC12,SRCRCL,3,0.3033,SRCRC12 ↔ SRCRCL
SRCRC12,SRCRCL,4,-0.0546,SRCRC12 ↔ SRCRCL
SRCRC12,SRCRCL,5,0.5245,SRCRC12 ↔ SRCRCL
SRCRC12,SRCRCL,6,-0.5635,SRCRC12 ↔ SRCRCL
AE82501,JYR-1521M,-6,0.2012,AE82501 ↔ JYR-1521M
AE82501,JYR-1521M,-5,-0.2832,AE82501 ↔ JYR-1521M
AE82501,JYR-1521M,-4,0.0723,AE82501 ↔ JYR-1521M
AE82501,JYR-1521M,-3,0.0663,AE82501 ↔ JYR-1521M
AE82501,JYR-1521M,-2,-0.1723,AE82501 ↔ JYR-1521M
AE82501,JYR-1521M,-1,-0.2577,AE82501 ↔ JYR-1521M
AE82501,JYR-1521M,0,0.8251,AE82501 ↔ JYR-1521M
AE82501,JYR-1521M,1,-0.0736,AE82501 ↔ JYR-1521M
AE82501,JYR-1521M,2,-0.0517,AE82501 ↔ JYR-1521M
AE82501,JYR-1521M,3,0.0252,AE82501 ↔ JYR-1521M
AE82501,JYR-1521M,4,-0.3861,AE82501 ↔ JYR-1521M
AE82501,JYR-1521M,5,0.1372,AE82501 ↔ JYR-1521M
AE82501,JYR-1521M,6,0.1254,AE82501 ↔ JYR-1521M
JYG37510,UVSVP400,-6,0.1831,JYG37510 ↔ UVSVP400
JYG37510,UVSVP400,-5,-0.1631,JYG37510 ↔ UVSVP400
JYG37510,UVSVP400,-4,-0.3621,JYG37510 ↔ UVSVP400
JYG37510,UVSVP400,-3,0.1421,JYG37510 ↔ UVSVP400
JYG37510,UVSVP400,-2,-0.0324,JYG37510 ↔ UVSVP400
JYG37510,UVSVP400,-1,0.0118,JYG37510 ↔ UVSVP400
JYG37510,UVSVP400,0,0.825,JYG37510 ↔ UVSVP400
JYG37510,UVSVP400,1,-0.1912,JYG37510 ↔ UVSVP400
JYG37510,UVSVP400,2,0.1662,JYG37510 ↔ UVSVP400
JYG37510,UVSVP400,3,-0.0997,JYG37510 ↔ UVSVP400
JYG37510,UVSVP400,4,-0.2085,JYG37510 ↔ UVSVP400
JYG37510,UVSVP400,5,0.1239,JYG37510 ↔ UVSVP400
JYG37510,UVSVP400,6,0.1,JYG37510 ↔ UVSVP400
3M1292TY,JYG37510,-6,0.0069,3M1292TY ↔ JYG37510
3M1292TY,JYG37510,-5,0.157,3M1292TY ↔ JYG37510
3M1292TY,JYG37510,-4,-0.2126,3M1292TY ↔ JYG37510
3M1292TY,JYG37510,-3,0.0419,3M1292TY ↔ JYG37510
3M1292TY,JYG37510,-2,-0.0551,3M1292TY ↔ JYG37510
3M1292TY,JYG37510,-1,-0.1663,3M1292TY ↔ JYG37510
3M1292TY,JYG37510,0,0.8242,3M1292TY ↔ JYG37510
3M1292TY,JYG37510,1,-0.0142,3M1292TY ↔ JYG37510
3M1292TY,JYG37510,2,-0.0216,3M1292TY ↔ JYG37510
3M1292TY,JYG37510,3,0.1405,3M1292TY ↔ JYG37510
3M1292TY,JYG37510,4,-0.2923,3M1292TY ↔ JYG37510
3M1292TY,JYG37510,5,-0.0975,3M1292TY ↔ JYG37510
3M1292TY,JYG37510,6,0.0622,3M1292TY ↔ JYG37510
JYG37510,SFPUG111VMT,-6,0.0495,JYG37510 ↔ SFPUG111VMT
JYG37510,SFPUG111VMT,-5,0.0839,JYG37510 ↔ SFPUG111VMT
JYG37510,SFPUG111VMT,-4,-0.2615,JYG37510 ↔ SFPUG111VMT
JYG37510,SFPUG111VMT,-3,0.1035,JYG37510 ↔ SFPUG111VMT
JYG37510,SFPUG111VMT,-2,-0.0665,JYG37510 ↔ SFPUG111VMT
JYG37510,SFPUG111VMT,-1,-0.0265,JYG37510 ↔ SFPUG111VMT
JYG37510,SFPUG111VMT,0,0.8238,JYG37510 ↔ SFPUG111VMT
JYG37510,SFPUG111VMT,1,-0.041,JYG37510 ↔ SFPUG111VMT
JYG37510,SFPUG111VMT,2,-0.0653,JYG37510 ↔ SFPUG111VMT
JYG37510,SFPUG111VMT,3,0.0081,JYG37510 ↔ SFPUG111VMT
JYG37510,SFPUG111VMT,4,-0.2646,JYG37510 ↔ SFPUG111VMT
JYG37510,SFPUG111VMT,5,0.1076,JYG37510 ↔ SFPUG111VMT
JYG37510,SFPUG111VMT,6,0.0754,JYG37510 ↔ SFPUG111VMT
JYG37510,ME9683M,-6,0.2615,JYG37510 ↔ ME9683M
JYG37510,ME9683M,-5,-0.1431,JYG37510 ↔ ME9683M
JYG37510,ME9683M,-4,-0.3423,JYG37510 ↔ ME9683M
JYG37510,ME9683M,-3,0.2106,JYG37510 ↔ ME9683M
JYG37510,ME9683M,-2,0.009,JYG37510 ↔ ME9683M
JYG37510,ME9683M,-1,-0.0286,JYG37510 ↔ ME9683M
JYG37510,ME9683M,0,0.8196,JYG37510 ↔ ME9683M
JYG37510,ME9683M,1,-0.2993,JYG37510 ↔ ME9683M
JYG37510,ME9683M,2,-0.0282,JYG37510 ↔ ME9683M
JYG37510,ME9683M,3,-0.0564,JYG37510 ↔ ME9683M
JYG37510,ME9683M,4,-0.1105,JYG37510 ↔ ME9683M
JYG37510,ME9683M,5,0.0527,JYG37510 ↔ ME9683M
JYG37510,ME9683M,6,0.1336,JYG37510 ↔ ME9683M
JYG37510,MESX9667L,-6,0.0836,JYG37510 ↔ MESX9667L
JYG37510,MESX9667L,-5,0.0236,JYG37510 ↔ MESX9667L
JYG37510,MESX9667L,-4,-0.1424,JYG37510 ↔ MESX9667L
JYG37510,MESX9667L,-3,0.0569,JYG37510 ↔ MESX9667L
JYG37510,MESX9667L,-2,-0.0637,JYG37510 ↔ MESX9667L
JYG37510,MESX9667L,-1,-0.0226,JYG37510 ↔ MESX9667L
JYG37510,MESX9667L,0,0.818,JYG37510 ↔ MESX9667L
JYG37510,MESX9667L,1,0.2104,JYG37510 ↔ MESX9667L
JYG37510,MESX9667L,2,-0.0883,JYG37510 ↔ MESX9667L
JYG37510,MESX9667L,3,0.0445,JYG37510 ↔ MESX9667L
JYG37510,MESX9667L,4,-0.2528,JYG37510 ↔ MESX9667L
JYG37510,MESX9667L,5,0.0747,JYG37510 ↔ MESX9667L
JYG37510,MESX9667L,6,0.2688,JYG37510 ↔ MESX9667L
JYR-1521M,SFGG805PFL,-6,0.0321,JYR-1521M ↔ SFGG805PFL
JYR-1521M,SFGG805PFL,-5,0.0979,JYR-1521M ↔ SFGG805PFL
JYR-1521M,SFGG805PFL,-4,-0.334,JYR-1521M ↔ SFGG805PFL
JYR-1521M,SFGG805PFL,-3,-0.0005,JYR-1521M ↔ SFGG805PFL
JYR-1521M,SFGG805PFL,-2,0.0368,JYR-1521M ↔ SFGG805PFL
JYR-1521M,SFGG805PFL,-1,-0.1445,JYR-1521M ↔ SFGG805PFL
JYR-1521M,SFGG805PFL,0,0.8149,JYR-1521M ↔ SFGG805PFL
JYR-1521M,SFGG805PFL,1,-0.2609,JYR-1521M ↔ SFGG805PFL
JYR-1521M,SFGG805PFL,2,-0.0832,JYR-1521M ↔ SFGG805PFL
JYR-1521M,SFGG805PFL,3,0.0189,JYR-1521M ↔ SFGG805PFL
JYR-1521M,SFGG805PFL,4,-0.0489,JYR-1521M ↔ SFGG805PFL
JYR-1521M,SFGG805PFL,5,-0.1551,JYR-1521M ↔ SFGG805PFL
JYR-1521M,SFGG805PFL,6,0.1731,JYR-1521M ↔ SFGG805PFL
SFT601,XS3M5N11,-6,0.6035,SFT601 ↔ XS3M5N11
SFT601,XS3M5N11,-5,0.3666,SFT601 ↔ XS3M5N11
SFT601,XS3M5N11,-4,0.0103,SFT601 ↔ XS3M5N11
SFT601,XS3M5N11,-3,0.0351,SFT601 ↔ XS3M5N11
SFT601,XS3M5N11,-2,-0.2476,SFT601 ↔ XS3M5N11
SFT601,XS3M5N11,-1,0.0574,SFT601 ↔ XS3M5N11
SFT601,XS3M5N11,0,0.8088,SFT601 ↔ XS3M5N11
SFT601,XS3M5N11,1,-0.5764,SFT601 ↔ XS3M5N11
SFT601,XS3M5N11,2,-0.185,SFT601 ↔ XS3M5N11
SFT601,XS3M5N11,3,-0.2905,SFT601 ↔ XS3M5N11
SFT601,XS3M5N11,4,-0.2459,SFT601 ↔ XS3M5N11
SFT601,XS3M5N11,5,0.4469,SFT601 ↔ XS3M5N11
SFT601,XS3M5N11,6,0.1917,SFT601 ↔ XS3M5N11
JYR-1521M,SACFCB02,-6,0.0835,JYR-1521M ↔ SACFCB02
JYR-1521M,SACFCB02,-5,0.0574,JYR-1521M ↔ SACFCB02
JYR-1521M,SACFCB02,-4,-0.3156,JYR-1521M ↔ SACFCB02
JYR-1521M,SACFCB02,-3,0.0555,JYR-1521M ↔ SACFCB02
JYR-1521M,SACFCB02,-2,0.074,JYR-1521M ↔ SACFCB02
JYR-1521M,SACFCB02,-1,-0.3241,JYR-1521M ↔ SACFCB02
JYR-1521M,SACFCB02,0,0.8081,JYR-1521M ↔ SACFCB02
JYR-1521M,SACFCB02,1,-0.2984,JYR-1521M ↔ SACFCB02
JYR-1521M,SACFCB02,2,0.033,JYR-1521M ↔ SACFCB02
JYR-1521M,SACFCB02,3,0.0067,JYR-1521M ↔ SACFCB02
JYR-1521M,SACFCB02,4,-0.3049,JYR-1521M ↔ SACFCB02
JYR-1521M,SACFCB02,5,0.0009,JYR-1521M ↔ SACFCB02
JYR-1521M,SACFCB02,6,0.2258,JYR-1521M ↔ SACFCB02
ME9683M,MOM2700,-6,0.2849,ME9683M ↔ MOM2700
ME9683M,MOM2700,-5,-0.0096,ME9683M ↔ MOM2700
ME9683M,MOM2700,-4,-0.3301,ME9683M ↔ MOM2700
ME9683M,MOM2700,-3,0.122,ME9683M ↔ MOM2700
ME9683M,MOM2700,-2,-0.0704,ME9683M ↔ MOM2700
ME9683M,MOM2700,-1,-0.1874,ME9683M ↔ MOM2700
ME9683M,MOM2700,0,0.8046,ME9683M ↔ MOM2700
ME9683M,MOM2700,1,-0.0721,ME9683M ↔ MOM2700
ME9683M,MOM2700,2,0.0264,ME9683M ↔ MOM2700
ME9683M,MOM2700,3,0.0069,ME9683M ↔ MOM2700
ME9683M,MOM2700,4,-0.1882,ME9683M ↔ MOM2700
ME9683M,MOM2700,5,-0.0386,ME9683M ↔ MOM2700
ME9683M,MOM2700,6,0.2546,ME9683M ↔ MOM2700
AE82501,XAGRPCFCGIS,-6,-0.0592,AE82501 ↔ XAGRPCFCGIS
AE82501,XAGRPCFCGIS,-5,0.0051,AE82501 ↔ XAGRPCFCGIS
AE82501,XAGRPCFCGIS,-4,-0.1087,AE82501 ↔ XAGRPCFCGIS
AE82501,XAGRPCFCGIS,-3,0.0034,AE82501 ↔ XAGRPCFCGIS
AE82501,XAGRPCFCGIS,-2,-0.0899,AE82501 ↔ XAGRPCFCGIS
AE82501,XAGRPCFCGIS,-1,-0.1456,AE82501 ↔ XAGRPCFCGIS
AE82501,XAGRPCFCGIS,0,0.8005,AE82501 ↔ XAGRPCFCGIS
AE82501,XAGRPCFCGIS,1,-0.1428,AE82501 ↔ XAGRPCFCGIS
AE82501,XAGRPCFCGIS,2,-0.1391,AE82501 ↔ XAGRPCFCGIS
AE82501,XAGRPCFCGIS,3,0.0408,AE82501 ↔ XAGRPCFCGIS
AE82501,XAGRPCFCGIS,4,-0.2527,AE82501 ↔ XAGRPCFCGIS
AE82501,XAGRPCFCGIS,5,-0.016,AE82501 ↔ XAGRPCFCGIS
AE82501,XAGRPCFCGIS,6,0.1104,AE82501 ↔ XAGRPCFCGIS
AN11840-10,SPS3960HS,-6,-0.092,AN11840-10 ↔ SPS3960HS
AN11840-10,SPS3960HS,-5,-0.0801,AN11840-10 ↔ SPS3960HS
AN11840-10,SPS3960HS,-4,0.3703,AN11840-10 ↔ SPS3960HS
AN11840-10,SPS3960HS,-3,-0.0187,AN11840-10 ↔ SPS3960HS
AN11840-10,SPS3960HS,-2,0.4108,AN11840-10 ↔ SPS3960HS
